ETIQUETA,TIPO VEHÍCULO,ACCESO,CIUDAD,ZBE,ESTADO ZBE,OBSERVACIONES,URL - ORDENANZA MOVILIDAD SOSTENIBLE
ECO,furgoneta,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
ECO,camión (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
ECO,autobús (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
ECO,furgoneta >3500 kg,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
ECO,camión >3500 kg (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
ECO,autobús >3500 kg (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,turismo,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,motocicleta,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,furgoneta,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,camión (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,autobús (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,furgoneta >3500 kg,LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,camión >3500 kg (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
0,autobús >3500 kg (servicios),LIBRE,Pamplona,Pamplona - Ensanche,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://decide.pamplona.es/rails/active_storage/disk/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdDVG9JYTJWNVNTSWhiSE56Y1RVeWJEZzVOM0Y2WldreE5YUnhNVFkyTkdsMVp6aDNZUVk2QmtWVU9oQmthWE53YjNOcGRHbHZia2tpVDJsdWJHbHVaVHNnWm1sc1pXNWhiV1U5SWs5eVpHVnVZVzU2WVNCYVFrVXVjR1JtSWpzZ1ptbHNaVzVoYldVcVBWVlVSaTA0SnlkUGNtUmxibUZ1ZW1FbE1qQmFRa1V1Y0dSbUJqc0dWRG9SWTI5dWRHVnVkRjkwZVhCbFNTSVVZWEJ3YkdsallYUnBiMjR2Y0dSbUJqc0dWRG9SYzJWeWRtbGpaVjl1WVcxbE9ncHNiMk5oYkE9PSIsImV4cCI6IjIwMjYtMDItMTdUMTE6MzQ6NTkuMDcxWiIsInB1ciI6ImJsb2Jfa2V5In19--12f3ccaa70609c434d592cdc0a858b300bd926c6/Ordenanza%20ZBE.pdf
SIN ETIQUETA,turismo,PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,motocicleta,PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,furgoneta,PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,camión (servicios),PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,autobús (servicios),PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,furgoneta >3500 kg,PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,camión >3500 kg (servicios),PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
SIN ETIQUETA,autobús >3500 kg (servicios),PROHIBIDO,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"EXCEP RESIDENTES: 
EXCEP MOVILIDAD REDUCIDA: 
EXCEP SERVICIOS: 
OTRAS EXCEP: ",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,turismo,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,motocicleta,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,furgoneta,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,camión (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,autobús (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,furgoneta >3500 kg,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,camión >3500 kg (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
B,autobús >3500 kg (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
C,turismo,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
C,motocicleta,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
C,furgoneta,LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
C,camión (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
C,autobús (servicios),LIBRE,San Sebastián,ZBE Donostia / San Sebastián,Vigente,"Entrada, circulación y estacionamiento sin restricciones, salvo en caso de activación de un protocolo por episodios de alta contaminación por dióxido de nitrógeno (NO₂).",chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.donostia.eus/secretaria/normunicipal.nsf/vListadoId/B03CD9FE7EB5A9B2C1258C4A003BCCE1/$file/c2409185.pdf
